area,source_file,key,plural_category,plural_category_required_for_locales,english_source,context,placeholders_keep_exact,glossary_terms_to_review,current_de,current_es,current_fr,current_ja,current_ko,current_pl,current_pt-br,current_pt-pt,current_ru,current_zh-cn,current_zh-tw
host,l10n/bundle.l10n.json,"The local and remote branches have diverged. Merge or rebase the tracked remote branch, then try again.",,,"The local and remote branches have diverged. Merge or rebase the tracked remote branch, then try again.","Extension-host runtime notification, command label, prompt, or status message.",,remote; Merge,"Die lokale und die Remote-Branch sind auseinandergegangen. Führen Sie einen Merge oder Rebase der verfolgten Remote-Branch durch, und versuchen Sie es erneut.",La rama local y la remota han divergido. Fusiona o realiza un rebase de la rama remota rastreada y vuelve a intentarlo.,"La branche locale et la branche distante ont divergé. Fusionnez ou effectuez un rebase de la branche distante suivie, puis réessayez.",ローカル ブランチとリモート ブランチが分岐しています。追跡中のリモート ブランチをマージまたはリベースしてから、もう一度お試しください。,로컬 브랜치와 원격 브랜치가 갈라졌습니다. 추적 중인 원격 브랜치를 병합하거나 리베이스한 다음 다시 시도하세요.,"Gałąź lokalna i zdalna rozeszły się. Scal lub wykonaj rebase śledzonej gałęzi zdalnej, a następnie spróbuj ponownie.",A branch local e a remota divergiram. Faça merge ou rebase da branch remota rastreada e tente novamente.,A branch local e a remota divergiram. Efetue o merge ou rebase da branch remota rastreada e tente novamente.,"Локальная и удалённая ветки разошлись. Выполните merge или rebase отслеживаемой удалённой ветки, затем повторите попытку.",本地分支和远程分支已产生分歧。请合并或变基已跟踪的远程分支，然后重试。,本機分支和遠端分支已產生分歧。請合併或變基已追蹤的遠端分支，然後再試一次。
host,l10n/bundle.l10n.json,Open in Current Window,,,Open in Current Window,Extension-host action button label.,,,Im aktuellen Fenster öffnen,Abrir en la ventana actual,Ouvrir dans la fenêtre actuelle,現在のウィンドウで開く,현재 창에서 열기,Otwórz w bieżącym oknie,Abrir na janela atual,Abrir na janela atual,Открыть в текущем окне,在当前窗口中打开,在目前視窗中開啟
host,l10n/bundle.l10n.json,Must be a gitlab.com HTTPS URL,,,Must be a gitlab.com HTTPS URL,"Extension-host runtime notification, command label, prompt, or status message.",,URL,Muss eine HTTPS-URL von gitlab.com sein.,Debe ser una URL HTTPS de gitlab.com,Doit être une URL HTTPS de gitlab.com,gitlab.com の HTTPS URL である必要があります,gitlab.com HTTPS URL이어야 합니다.,Musi to być adres URL HTTPS gitlab.com,Deve ser um URL HTTPS do gitlab.com,Deve ser um URL HTTPS do gitlab.com,Это должен быть HTTPS-адрес gitlab.com.,必须是 gitlab.com 的 HTTPS URL,必須是 gitlab.com 的 HTTPS URL
host,l10n/bundle.l10n.json,URL must not include embedded credentials,,,URL must not include embedded credentials,"Extension-host runtime notification, command label, prompt, or status message.",,URL,Die URL darf keine eingebetteten Anmeldedaten enthalten.,La URL no debe incluir credenciales incrustadas.,L'URL ne doit pas inclure d'identifiants intégrés.,URL に埋め込み認証情報を含めることはできません。,URL에 포함된 자격 증명이 없어야 합니다.,Adres URL nie może zawierać osadzonych danych logowania.,O URL não deve incluir credenciais incorporadas.,O URL não deve incluir credenciais incorporadas.,URL не должен содержать встроенные учетные данные.,URL 不得包含嵌入的凭据,URL 不得包含嵌入的憑證
webview,src/webviews/i18n/en.json,branch.menu.deleteBranches,,,Delete Branches,Webview UI string.,,,Branches löschen,Eliminar ramas,Supprimer les branches,ブランチを削除,브랜치 삭제,Usuń gałęzie,Excluir branches,Eliminar ramos,Удалить ветки,删除分支,刪除分支
webview,src/webviews/i18n/en.json,merge.header.autoResolved,,,{count} auto-resolved,Webview UI string.,{count},,{count} automatisch aufgelöst,{count} resueltos automáticamente,{count} résolus automatiquement,{count} 件自動解決,{count}개 자동 해결됨,{count} rozwiązane automatycznie,{count} resolvidos automaticamente,{count} resolvidos automaticamente,{count} разрешено автоматически,{count} 个自动解决,{count} 個自動解決
webview,src/webviews/i18n/en.json,merge.status.edited,,,Edited,Webview UI string.,,,Edited,Edited,Edited,Edited,Edited,Edited,Edited,Edited,Edited,Edited,Edited
webview,src/webviews/i18n/en.json,merge.result.editHint,,,Double-click to edit the result,Webview UI string.,,,Double-click to edit the result,Double-click to edit the result,Double-click to edit the result,Double-click to edit the result,Double-click to edit the result,Double-click to edit the result,Double-click to edit the result,Double-click to edit the result,Double-click to edit the result,Double-click to edit the result,Double-click to edit the result
webview,src/webviews/i18n/en.json,merge.result.editingAria,,,Edit merge result block,Webview UI string.,,,Edit merge result block,Edit merge result block,Edit merge result block,Edit merge result block,Edit merge result block,Edit merge result block,Edit merge result block,Edit merge result block,Edit merge result block,Edit merge result block,Edit merge result block
webview,src/webviews/i18n/en.json,merge.status.autoResolved,,,Auto-resolved,Webview UI string.,,,Automatisch aufgelöst,Resuelto automáticamente,Résolu automatiquement,自動解決済み,자동 해결됨,Rozwiązano automatycznie,Resolvido automaticamente,Resolvido automaticamente,Разрешено автоматически,已自动解决,已自動解決
host,l10n/bundle.l10n.json,All checks passed,,,All checks passed,"Extension-host runtime notification, command label, prompt, or status message.",,,Alle Prüfungen bestanden,Todas las comprobaciones se completaron correctamente,Toutes les vérifications ont réussi,すべてのチェックに合格しました,모든 검사를 통과했습니다,Wszystkie sprawdzenia zakończone powodzeniem,Todas as verificações foram aprovadas,Todas as verificações foram aprovadas,Все проверки пройдены,所有检查均已通过,所有檢查皆已通過
host,l10n/bundle.l10n.json,Checks completed,,,Checks completed,"Extension-host runtime notification, command label, prompt, or status message.",,,Prüfungen abgeschlossen,Comprobaciones completadas,Vérifications terminées,チェックが完了しました,검사가 완료되었습니다,Sprawdzenia zakończone,Verificações concluídas,Verificações concluídas,Проверки завершены,检查已完成,檢查已完成
host,l10n/bundle.l10n.json,Checks failed,,,Checks failed,"Extension-host runtime notification, command label, prompt, or status message.",,,Prüfungen fehlgeschlagen,Comprobaciones fallidas,Échec des vérifications,チェックに失敗しました,검사가 실패했습니다,Sprawdzenia nie powiodły się,Falha nas verificações,Falha nas verificações,Проверки не пройдены,检查失败,檢查失敗
host,l10n/bundle.l10n.json,Checks pending,,,Checks pending,"Extension-host runtime notification, command label, prompt, or status message.",,,Prüfungen ausstehend,Comprobaciones pendientes,Vérifications en attente,チェックは保留中です,검사 대기 중,Sprawdzenia oczekują,Verificações pendentes,Verificações pendentes,Проверки ожидаются,检查待处理,檢查待處理
host,l10n/bundle.l10n.json,Checks skipped,,,Checks skipped,"Extension-host runtime notification, command label, prompt, or status message.",,,Prüfungen übersprungen,Comprobaciones omitidas,Vérifications ignorées,チェックはスキップされました,검사를 건너뛰었습니다,Sprawdzenia pominięte,Verificações ignoradas,Verificações ignoradas,Проверки пропущены,检查已跳过,檢查已略過
host,l10n/bundle.l10n.json,Commit status,,,Commit status,"Extension-host runtime notification, command label, prompt, or status message.",,Commit,Commit-Status,Estado del commit,État du commit,コミット ステータス,커밋 상태,Status commita,Status do commit,Estado do commit,Статус коммита,提交状态,提交狀態
host,l10n/bundle.l10n.json,GitHub check,,,GitHub check,"Extension-host runtime notification, command label, prompt, or status message.",,GitHub,GitHub-Prüfung,Comprobación de GitHub,Vérification GitHub,GitHub チェック,GitHub 검사,Sprawdzenie GitHub,Verificação do GitHub,Verificação do GitHub,Проверка GitHub,GitHub 检查,GitHub 檢查
host,l10n/bundle.l10n.json,No GitHub remote found.,,,No GitHub remote found.,"Extension-host runtime notification, command label, prompt, or status message.",,GitHub; remote,Kein GitHub-Remote gefunden.,No se encontró ningún remoto de GitHub.,Aucun remote GitHub trouvé.,GitHub リモートが見つかりません。,GitHub 원격 저장소를 찾을 수 없습니다.,Nie znaleziono zdalnego repozytorium GitHub.,Nenhum remoto do GitHub encontrado.,Nenhum remoto do GitHub encontrado.,Удалённый репозиторий GitHub не найден.,未找到 GitHub 远程仓库。,找不到 GitHub 遠端儲存庫。
host,l10n/bundle.l10n.json,No checks found,,,No checks found,"Extension-host runtime notification, command label, prompt, or status message.",,,Keine Prüfungen gefunden,No se encontraron comprobaciones,Aucune vérification trouvée,チェックが見つかりません,검사를 찾을 수 없습니다,Nie znaleziono sprawdzeń,Nenhuma verificação encontrada,Nenhuma verificação encontrada,Проверки не найдены,未找到检查,找不到檢查
webview,src/webviews/i18n/en.json,commit.checks.title,,,Commit Checks,Webview UI string.,,Commit,Commit-Prüfungen,Comprobaciones de commits,Vérifications des commits,コミット チェック,커밋 검사,Sprawdzenia commitów,Verificações de commits,Verificações de commits,Проверки коммитов,提交检查,提交檢查
webview,src/webviews/i18n/en.json,commit.checks.loading,,,Loading checks…,Webview UI string.,,,Prüfungen werden geladen…,Cargando comprobaciones…,Chargement des vérifications…,チェックを読み込んでいます…,검사를 불러오는 중…,Ładowanie sprawdzeń…,Carregando verificações…,A carregar verificações…,Загрузка проверок…,正在加载检查…,正在載入檢查…
webview,src/webviews/i18n/en.json,commit.checks.none,,,No checks found,Webview UI string.,,,Keine Prüfungen gefunden,No se encontraron comprobaciones,Aucune vérification trouvée,チェックが見つかりません,검사를 찾을 수 없습니다,Nie znaleziono sprawdzeń,Nenhuma verificação encontrada,Nenhuma verificação encontrada,Проверки не найдены,未找到检查,找不到檢查
webview,src/webviews/i18n/en.json,branch.worktreeBadge.current,,,Checked out in this worktree,Webview UI string.,,Git; worktree,In diesem Worktree ausgecheckt,Con checkout en este worktree,Extraite dans ce worktree,この worktree でチェックアウト済み,이 worktree에서 체크아웃됨,Wyewidencjonowano w tym worktree,Checkout feito neste worktree,Checkout efetuado neste worktree,Извлечено в этом worktree,已在此 worktree 中检出,已在此 worktree 中簽出
